id,Finished.Recruitment,RecordedDate.Recruitment,Group,Finished.D2,RecordedDate.D2,AnxietyD2_OnEdge,AnxietyD2_Uneasy,AnxietyD2_Anxious,VigorD2_Vigorous,VigorD2_Cheerful,VigorD2_Lively,PANASD2_1_Attentive,PANASD2_2_Interested,PANASD2_3_Alert,PANASD2_4_Excited,PANASD2_5_Enthusiastic,PANASD2_6_Inspired,PANASD2_7_Proud,PANASD2_8_Determined,PANASD2_9_Strong,PANASD2_10_Active,PANASD2_11_Distressed,PANASD2_12_Upset,PANASD2_13_Hostile,PANASD2_14_Irritable,PANASD2_15_Scared,PANASD2_16_Afraid,PANASD2_17_Ashamed,PANASD2_18_Guilty,PANASD2_19_Nervous,PANASD2_20_Jittery,PA.Anchor.Before,NA.Anchor.Before,PA.Anchor.After,NA.Anchor.After,Anchor.Position,Exclude_SameAll.D2,Exclude_Missing.D2,Finished.D1,RecordedDate.D1,AnxietyD1_OnEdge,AnxietyD1_Uneasy,AnxietyD1_Anxious,VigorD1_Vigorous,VigorD1_Cheerful,VigorD1_Lively,PANASD1_1_Attentive,PANASD1_2_Interested,PANASD1_3_Alert,PANASD1_4_Excited,PANASD1_5_Enthusiastic,PANASD1_6_Inspired,PANASD1_7_Proud,PANASD1_8_Determined,PANASD1_9_Strong,PANASD1_10_Active,PANASD1_11_Distressed,PANASD1_12_Upset,PANASD1_13_Hostile,PANASD1_14_Irritable,PANASD1_15_Scared,PANASD1_16_Afraid,PANASD1_17_Ashamed,PANASD1_18_Guilty,PANASD1_19_Nervous,PANASD1_20_Jittery,Exclude_SameAll.D1,Exclude_Missing.D1,age,Current.Country.of.Residence,Gender.identity,Nationality,Sex
011aa142ef7739cf0c65fa85e073360b,TRUE,19/07/2021 14:27,Earlier Start,1,21/07/2021 14:10,2,2,2,2,3,3,4,3,3,2,3,3,3,3,3,3,1,2,1,2,2,1,1,1,2,2,4,2,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 13:06,2,2,2,2,3,3,2,3,3,1,3,3,2,3,3,2,2,1,1,2,1,1,1,1,1,2,0,0,38,Norway,Female,Norway,Female
0148bc939a7be3719fb140baaa38899d,TRUE,19/07/2021 15:32,Later Start,1,21/07/2021 13:58,1,3,3,2,2,2,2,3,2,2,1,2,2,2,2,2,4,3,1,3,2,2,4,4,4,2,NA,NA,3,3,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,36,Italy,Male,Italy,Male
014bf5dffaa29690d48a9cb229e0ff1a,TRUE,19/07/2021 15:22,Later Start,1,21/07/2021 13:28,4,2,2,2,5,5,5,5,4,5,4,5,4,5,4,4,2,1,1,1,1,1,1,1,2,1,4,2,NA,NA,Anchor Before,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,24,South Africa,Male,South Africa,Male
018694d93f3ee3586dc134e06ec4cec7,TRUE,19/07/2021 14:11,Later Start,1,21/07/2021 13:03,3,4,4,1,2,2,4,1,2,1,2,2,2,1,2,2,4,3,1,2,4,4,1,1,1,1,2,3,NA,NA,Anchor Before,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21,South Africa,Female,Kenya,Female
0191285fd6d16a0b6bd296d18146ce61,TRUE,19/07/2021 15:13,Earlier Start,1,21/07/2021 17:01,3,5,5,1,1,1,4,1,5,1,1,1,1,1,1,1,4,5,1,3,4,4,3,3,5,4,1,5,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 14:04,2,4,5,1,1,1,3,2,3,1,1,2,1,3,1,1,4,4,1,3,4,4,5,4,5,3,0,0,19,Poland,Female,Poland,Female
01d8e07375a745b7a337220ef267d0cc,TRUE,19/07/2021 15:02,Earlier Start,1,21/07/2021 17:26,1,1,1,1,1,3,2,2,3,2,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,NA,NA,4,2,Anchor After,0,0,TRUE,20/07/2021 16:22,2,2,1,1,3,3,3,5,4,3,4,4,3,3,3,2,1,1,1,1,2,1,1,1,1,1,0,0,26,South Africa,Female,South Africa,Female
02142210d17af7de420ca3e7c4cf299f,TRUE,19/07/2021 15:17,Later Start,1,21/07/2021 14:21,3,2,3,3,3,2,2,2,2,1,2,3,1,2,3,2,2,1,1,4,1,1,3,2,2,2,2,4,NA,NA,Anchor Before,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19,Poland,Male,Poland,Male
0225347889473570dd784e4a21e319ce,TRUE,19/07/2021 15:22,Later Start,1,21/07/2021 16:00,2,1,3,4,4,4,1,3,1,4,4,4,3,4,3,4,2,2,1,1,1,1,1,1,1,2,NA,NA,4,2,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21,Italy,Male,Italy,Male
0248ddc46005dc63d713cf2c5ac479b3,TRUE,19/07/2021 15:30,Earlier Start,1,21/07/2021 13:03,1,1,1,4,5,5,3,4,1,4,4,3,4,5,4,5,1,1,1,1,1,1,1,1,1,1,5,1,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 13:30,1,2,3,1,1,1,2,2,1,1,1,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,0,0,25,Poland,Female,Poland,Female
027060805aae74829cac444e3caf491f,TRUE,19/07/2021 15:17,Earlier Start,1,21/07/2021 13:02,2,1,2,2,4,4,3,4,3,3,4,4,4,4,3,3,2,1,2,2,2,2,1,1,2,3,2,4,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 13:17,1,2,2,3,4,4,4,4,3,3,3,3,4,4,4,4,2,1,1,2,1,2,1,2,3,3,0,0,27,Portugal,Male,Portugal,Male
027373bf47a730f129816cdf402d2625,TRUE,19/07/2021 15:15,Later Start,1,21/07/2021 13:04,1,2,2,2,3,3,4,3,2,2,3,3,3,3,2,1,1,1,1,3,1,2,2,1,2,1,NA,NA,3,3,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,24,Portugal,Male,Portugal,Male
02b23282dae2a76ec10c7c7081824452,TRUE,19/07/2021 14:29,Later Start,1,21/07/2021 17:11,2,2,1,3,3,3,4,4,1,4,3,3,3,4,3,3,1,1,2,2,2,2,2,1,3,1,NA,NA,3,3,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19,Poland,Male,Poland,Male
02b52d64de2a1e76ee2640e0cb432381,TRUE,19/07/2021 15:38,Later Start,1,21/07/2021 13:27,3,4,4,2,1,2,2,2,3,2,2,2,4,5,2,2,3,3,1,2,3,3,1,1,3,1,1,4,NA,NA,Anchor Before,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,23,Hungary,Trans Female/Trans Woman,Hungary,Male
02ed1a55adcc548c06e05fc966d934f2,TRUE,19/07/2021 14:29,Later Start,1,21/07/2021 13:08,1,1,1,1,3,1,4,4,4,2,3,3,3,4,3,2,1,1,1,1,1,1,1,1,1,1,NA,NA,4,2,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,38,South Africa,Female,South Africa,Female
031a15d9592fd3290e3d45f8c7796473,TRUE,19/07/2021 14:41,Later Start,1,21/07/2021 17:10,4,1,2,3,2,3,1,2,3,1,1,1,2,2,3,3,2,3,3,4,1,1,1,1,2,1,4,2,NA,NA,Anchor Before,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22,Poland,Male,Poland,Male
036a736fa5b7240578917916938d6577,TRUE,19/07/2021 14:52,Later Start,1,21/07/2021 13:35,1,1,3,3,4,4,5,4,3,3,4,4,4,5,4,4,1,1,2,1,1,1,1,1,1,1,4,1,NA,NA,Anchor Before,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,20,South Africa,Male,Zambia,Male
038739c5c1ba918a074358612c049350,TRUE,19/07/2021 15:28,Earlier Start,1,21/07/2021 17:10,2,2,1,4,4,4,3,3,3,4,3,3,4,3,4,4,2,1,1,2,1,1,1,2,1,1,NA,NA,4,2,Anchor After,0,0,TRUE,20/07/2021 17:11,2,2,2,3,3,3,2,3,3,3,3,3,3,2,3,3,2,2,1,2,2,2,1,3,2,2,0,0,30,Portugal,Male,Portugal,Male
0391b247ec9782c10fbaa0ab5e33235d,TRUE,19/07/2021 15:31,Earlier Start,1,21/07/2021 13:46,1,1,1,4,3,4,1,2,1,2,1,2,1,3,4,4,1,1,1,1,1,1,1,1,1,1,NA,NA,4,2,Anchor After,0,0,TRUE,20/07/2021 13:37,1,1,2,3,2,3,3,3,2,2,3,3,1,3,3,2,1,1,1,1,1,1,1,1,1,1,0,0,27,Portugal,Male,Portugal,Male
03a4cdcf3c8d4cbd6550fcf47aab4058,TRUE,19/07/2021 14:57,Later Start,1,21/07/2021 13:09,3,3,4,2,2,2,3,2,2,2,3,3,2,3,3,3,5,4,1,4,3,5,1,2,4,4,NA,NA,3,3,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,32,Hungary,Female,Hungary,Female
03bb4f2c4f8773e6338deeb6b3126758,TRUE,19/07/2021 14:52,Later Start,1,21/07/2021 13:05,3,2,4,3,4,4,4,2,4,4,3,4,3,4,4,3,3,2,3,2,3,2,2,1,3,2,NA,NA,3,4,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,31,United States,Male,United States,Male
03bd2b3591c3f3be1f87bd9b8b6dab2b,TRUE,19/07/2021 15:37,Later Start,1,21/07/2021 13:08,3,4,3,2,1,1,4,1,2,1,1,2,1,2,2,2,3,2,2,2,3,2,2,3,3,3,3,3,NA,NA,Anchor Before,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22,Estonia,Male,Estonia,Male
03e791a1817ef22c40e1a2ff3a42e43b,TRUE,19/07/2021 15:26,Later Start,1,21/07/2021 14:54,4,3,2,3,3,5,4,4,3,2,3,4,4,5,4,4,3,3,2,2,1,1,1,1,3,1,NA,NA,3,3,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,56,Italy,Female,Italy,Female
041549758b0287b0d818f7cb659ac8a1,TRUE,19/07/2021 14:39,Later Start,1,21/07/2021 17:14,3,2,1,2,3,2,2,3,3,3,3,1,2,3,3,3,1,1,1,1,1,1,1,1,1,1,3,3,NA,NA,Anchor Before,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,44,Portugal,Male,Portugal,Male
0421c11fa91c2dd9bcc6304bc3523955,TRUE,19/07/2021 15:44,Later Start,1,21/07/2021 15:41,1,3,3,5,4,2,3,3,5,5,4,4,3,2,2,2,4,5,4,2,1,2,4,1,1,4,4,2,NA,NA,Anchor Before,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,20,Poland,Male,Poland,Male
04256167be1f7357ad2ae1e825b6bead,TRUE,19/07/2021 14:19,Earlier Start,1,21/07/2021 13:04,1,2,2,2,2,1,4,3,1,2,1,4,3,1,2,1,3,2,1,2,1,1,1,1,3,2,4,2,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 13:03,1,1,1,1,2,2,4,3,4,2,3,3,1,3,2,2,2,1,1,1,1,2,1,1,2,3,0,0,18,South Africa,Genderqueer/Gender Non Conforming,South Africa,Female
0434f9a84c8e6c8187fba51bfecb0dcd,TRUE,19/07/2021 14:31,Earlier Start,1,21/07/2021 18:11,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,3,1,2,2,3,3,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 17:11,2,3,1,2,2,2,1,2,3,1,1,2,1,1,2,1,1,2,3,3,1,1,1,2,1,1,0,0,20,Poland,Male,Poland,Male
045fbcbeed8249db3c911d8a89a33890,TRUE,19/07/2021 15:16,Later Start,1,21/07/2021 15:24,5,4,3,3,2,2,3,2,2,2,2,2,1,2,2,3,3,4,1,1,4,4,4,4,4,2,NA,NA,3,2,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,24,Portugal,Male,Portugal,Male
046252f1ca1a0f64b6c9a25377bf5e12,TRUE,19/07/2021 14:41,Earlier Start,1,21/07/2021 14:11,2,3,2,4,2,2,5,4,5,1,4,5,4,5,4,3,5,1,1,4,3,1,1,1,1,1,2,3,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 13:04,2,1,1,5,3,3,3,4,1,5,5,4,4,5,5,1,1,1,1,2,1,1,1,1,2,1,0,0,26,South Africa,Male,South Africa,Male
049aa8d154f56f69c554c020530c3f0e,TRUE,19/07/2021 14:55,Earlier Start,1,21/07/2021 13:04,2,1,4,4,3,5,5,5,5,5,5,5,5,5,4,5,2,1,2,2,1,1,1,1,2,2,4,2,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 16:48,3,3,4,2,4,5,5,5,5,4,5,5,5,5,5,5,1,1,1,2,1,1,1,1,1,3,0,0,30,South Africa,Male,South Africa,Male
04c47e362f41299f02d9e25e13601cf9,TRUE,19/07/2021 15:33,Earlier Start,1,21/07/2021 13:17,2,3,2,2,4,2,2,3,2,4,3,1,2,3,2,3,3,2,1,1,1,2,1,4,4,1,4,2,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 15:12,3,4,5,2,3,2,2,1,1,2,2,1,2,1,2,2,4,4,2,4,2,4,2,2,4,3,0,0,34,Portugal,Male,Portugal,Male
04cb707b901fba967db2a5d83a41c322,TRUE,19/07/2021 15:23,Earlier Start,1,21/07/2021 16:43,1,1,2,2,3,2,2,1,1,1,1,1,1,1,3,1,1,1,2,4,1,1,1,1,2,2,NA,NA,3,2,Anchor After,0,0,TRUE,20/07/2021 14:25,3,1,2,1,1,1,1,2,2,1,2,1,1,1,2,3,2,2,3,5,1,1,1,2,1,2,0,0,34,United Kingdom,Male,United Kingdom,Male
050af00a9515b2a80e018418cda252eb,TRUE,19/07/2021 15:25,Later Start,1,21/07/2021 13:04,4,4,4,2,2,2,5,4,4,2,2,2,4,5,4,3,3,3,1,3,1,4,2,1,3,1,2,3,NA,NA,Anchor Before,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,36,South Africa,Female,South Africa,Female
053a16c3a836294c84898209811447bc,TRUE,19/07/2021 15:13,Earlier Start,1,21/07/2021 13:28,4,4,4,3,4,4,3,3,3,1,2,1,3,2,3,3,2,1,1,3,1,2,1,1,2,3,3,2,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 13:04,4,4,4,2,3,3,4,3,5,3,2,3,2,2,2,3,1,1,1,4,1,2,2,2,4,4,0,0,34,United Kingdom,Female,United Kingdom,Female
05408567ac57fcb9b3082053e3f2d4ca,TRUE,19/07/2021 13:59,Earlier Start,1,21/07/2021 13:07,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,1,1,1,1,1,5,5,1,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 13:42,5,3,2,3,5,5,5,5,5,5,2,5,5,5,5,5,5,1,3,1,1,1,1,1,1,5,0,0,25,South Africa,Female,South Africa,Female
05819c45540dd912bf017863f05233cb,TRUE,19/07/2021 15:16,Earlier Start,1,21/07/2021 13:05,1,4,2,3,3,3,4,2,1,2,2,4,2,2,3,3,1,1,1,1,1,1,1,1,2,1,NA,NA,3,3,Anchor After,0,0,TRUE,20/07/2021 13:02,1,1,3,3,3,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,2,1,0,0,22,Portugal,Female,Portugal,Female
05c099d436d185f1c2144a9404268b3b,TRUE,19/07/2021 14:42,Later Start,1,21/07/2021 15:01,1,3,4,5,5,4,5,4,5,4,4,5,5,5,5,4,2,3,1,3,2,3,1,1,4,5,2,2,NA,NA,Anchor Before,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21,South Africa,Female,South Africa,Female
05c1c9be6e5d12f1b32c60c425c0cc46,TRUE,19/07/2021 15:30,Later Start,1,21/07/2021 13:19,1,1,3,4,4,4,4,5,4,3,4,4,5,4,4,5,2,1,1,1,1,1,1,1,2,1,5,1,NA,NA,Anchor Before,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,27,South Africa,Male,South Africa,Male
05c69d715d2c66b926b5ebbfad4e481f,TRUE,19/07/2021 15:30,Earlier Start,1,21/07/2021 13:02,3,1,1,2,3,3,2,3,1,3,2,3,2,4,2,2,1,1,1,1,1,1,1,1,1,1,3,3,NA,NA,Anchor Before,0,0,TRUE,20/07/2021 13:03,1,1,1,3,4,3,3,3,1,2,3,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,0,0,20,Spain,Male,Spain,Male
05ebb3c09d09a65845833e74a6cbbbc1,TRUE,19/07/2021 15:15,Later Start,1,21/07/2021 16:15,1,2,3,3,3,4,2,1,1,5,1,2,1,3,1,2,1,1,1,3,2,2,2,1,1,2,NA,NA,2,4,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,20,Sweden,Male,Sweden,Male
0619659541b1ebeb6c0e63162089298f,TRUE,19/07/2021 15:26,Later Start,1,21/07/2021 19:48,1,2,3,1,2,2,3,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,NA,NA,3,3,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,27,Portugal,Male,Portugal,Male
063113bb36c8a75daa86eef7e1878d21,TRUE,19/07/2021 14:00,Earlier Start,1,21/07/2021 14:03,4,4,3,3,2,2,2,2,3,2,2,2,2,2,1,1,4,4,4,5,4,3,1,3,4,2,NA,NA,1,4,Anchor After,0,0,TRUE,20/07/2021 13:15,2,3,1,2,4,3,2,4,2,4,4,4,2,4,2,4,2,3,2,2,3,1,1,1,2,3,0,0,50,Hungary,Male,Hungary,Male
0656e3568221c8e2118fe61df998525e,TRUE,19/07/2021 15:23,Later Start,1,21/07/2021 13:07,2,1,1,3,4,4,3,4,3,4,4,3,4,5,3,3,1,1,1,2,1,1,1,1,2,1,NA,NA,4,2,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,24,Italy,Male,Italy,Male
065caf665d485ae22367b262c2f64e5b,TRUE,19/07/2021 13:23,Later Start,1,21/07/2021 15:47,4,3,4,1,4,2,3,4,2,3,3,2,2,4,2,2,1,2,1,2,2,2,1,1,4,5,NA,NA,4,2,Anchor After,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,40,United Kingdom,Female,United Kingdom,Female
0679dff702f61df6d0b337c7e3f83e81,TRUE,19/07/2021 15:01,Earlier Start,1,21/07/2021 16:16,1,1,2,3,3,2,3,3,3,3,3,4,2,3,3,3,1,1,1,1,1,1,1,1,1,3,NA,NA,3,3,Anchor After,0,0,TRUE,20/07/2021 13:03,1,2,3,3,3,3,3,4,2,3,3,4,2,4,3,3,2,1,1,1,2,2,2,2,2,4,0,0,26,Finland,Female,Finland,Female
